level_0,index,text,labels
141,145,وزاره صحه عامه تعلن عن بدء حمله تطعيم سنويه لموسم انفلونزا موسميه حيث ستتاح تطعيم مجانيه ضد انفلونزا في كافه مراكز صحيه تابعه لمءسسه رعايه اوليه عياد خارجيه بمءسسه حمد طبيه مرسال قطر قطر 1,A
142,146,24 هالكلام كان ينقال ع جرعه اولي بعد ع ثانيه حين ع ثالثه اتوقع بتصير كل ٦ شهور جرعه مثل انفلونزا موسميه,A
143,147,اعلنت وزاره صحه عامه عن بدء حمله تطعيم سنويه لموسم انفلونزا موسميه حيث ستتاح تطعيم مجانيه ضد انفلونزا في كافه مراكز صحيه تابعه لمءسسه رعايه اوليه عياد خارجيه بمءسسه حمد طبيه مرصد قطر 72 6,A
144,148,صحه تطلق حمله تطعيم سنويه ضد انفلونزا موسميه 6,A
145,149,وزاره صحه انطلاق حمله تطعيم ضد انفلونزا موسميه وتشمل اطفال بين سن 6 اشهر و5 سنو جسره اخباريه 9,A
146,150,وزاره صحه عامه تعلن عن بدء حمله تطعيم سنويه لموسم انفلونزا موسميه حيث ستتاح تطعيم مجانيه ضد انفلونزا في كافه مراكز صحيه تابعه لمءسسه رعايه اوليه عياد خارجيه بمءسسه حمد طبيه قنا 2 1,A
147,151,وزاره صحه تطلق حمله تطعيم سنويه ضد انفلونزا موسميه جريده رايه قطر تميم مجد 5 6 4,A
148,152,فيتو هل يوجد تعارض بين تلقي لقاح كورو وتطعيم انفلونزا موسميه 4,A
149,153,وزاره صحه تطلق حمله تطعيم سنويه ضد انفلونزا موسميه جريده وطن قطريه 2 8,A
150,155,وزاره صحه تطلق حمله تطعيم سنويه ضد انفلونزا موسميه بكافه مراكز صحيه عياد خارجيه بحمد طبيه و 45 عياده خاصه تفاصيل اكثر 3 4 3,A
151,156,2009 لازم نعرف ان لقاح لا يعالج امراض اخري مصاب بها من اخذ لقاح فيجب عدم ربط بين اخذ لقاح وفاه ومعظم ان لم يكن كل من توفي بعد لقاح كان يعا من امراض اخري انفلونزا موسميه بتسبب وفاه تتخطي كورو ياتري لقاح سبب بردو وقبل كل شي اعمار بيد الله,A
152,157,50 هل تعلم ان انفلونزا موسميه في سعوديه تءدي الي وفاه 14700 سنو,A
153,158,انت تنظر لنصف وعاء وتهمل نظر نصف اخر انفلونزا عاديه تشمل امراض رءه جيوب انفيه و صدريه و اذن حنجره والمخ اي وفاه لصاحب هذه امراض ولديه اعراض رشح تسجل انفلونزا ولهذا يتم اخذ لقاح انفلونزا ويخفف اعراض موسميه بشكل كبير جدا وهي ممتازه,A
154,159,سلام علي د متي افضل شهر ممكن اخد تطعيم انفلونزا موسميه وهل يوجد مشكله لو اخذت وانا استعمل مضاد حيوي مع شكر,A
155,160,نطالب دراسه عن بعد1 بعض طلاب طالب لايستطيع لابس كمامه 7 ساع داخل مدارس يعان في ضيق تنفس اعاده دراسه عن بعد فصل دراسي اول شتاء قريب انتشار انفلونزا موسميه مع انتشار فيروس كورو في مدارس,A
156,161,نطالب دراسه عن بعد1 تكدس طلاب طالب في فصول دراسيه عدم تزام في تباعد جسدي سبب رءيسي تفشي فيروس كورو كوفيد 19 انتشار متمحور هندي دلتا خلال فصل شتاء مع تقلب الجو انتشار فيروس انفلونزا موسميه استمرار دراسه عن بعد افضل جميع 9,A
157,162,نطالب دراسه عن بعد1 خلال اسبوع فقط انتشار فيروس انفلونزا موسميه تقلب الجو انتشار فيروس كورو كوفيد 19 انتشار متمحور هندي دلتا خطر علي طلاب طالب مدارس متوسط ثانويه استمرار دراسه عن بعد افضل 2,A
158,163,10200 ايه مثل انفلونزا حسب بحث دكتور سعودي عن وفي انفلونزا موسميه في سعوديه وحسب تصريح وزير صحه سابق في ابريل ٢٠٢٠ انها تقتل في سعوديه ١٤٧٠٠ شخص وانه يجب تعامل مع كرو مثل انفلونزا موسميه وفتح اغلاق واستمرار حياه بشكل طبيعي,A
159,164,48171535 69920145 1 الا ع طاري انفلونزا موسميه وين اختفت الله يبعد عنا امراض لكن شيء غريب كنا كل سنه نشوف مصاب انفلونزا وش كثر فالبرد وايام الحج حين كله كورو فقط,A
160,165,313131 3 92 199 4 19 من ٢٠٠ ملي وفي ٤ ملي طبيعي هل اعداد من انفلونزا موسميه كل سنه هم عقدو مرض كثير,A
161,166,67 مالك لوا عدد الي مات من كورو فقط في سعوديه 8 الاف و زياده بين من مات من انفلونزا موسميه تلك فتره لا يتجاوز مءات,A
162,167,وكم عدد اصاب انفلونزا موسميه عالم وكم عدد وفي تبغ عالم وكم عدد وفي سرط عالم وكم عدد قتلي عالم جراء حروب عبثيه مجاع حصار وكم عدد قتلي اجهاض بلا سبب كورو,A
163,168,84 لماذا اشتدت حالته وماذا عن تاريخه مرضي ماذا عن بروتوكول علاجي خاطء هل تم تشريح جثه وتحديد سبب وفاه عمو نسبه شفاء لمن بفءته عمريه حسب بيان رسميه 99 93 يعني هو من 0 07 وهي ذات نسبه وفي انفلونزا موسميه مستاهله نلقح كل بشريه عشان هيك نسبه,A
164,169,226 اطلاقا ولا بتخاف من لقاح ولا شيء دي بتطور من نفس علي طريقه انفلونزا موسميه افل من رقابه اجسام مضاده,A
165,170,لماذا يتم تطعيم الكل ونسبه وفي عند في امار 0 1 نجاح لقاح في امريكا لا يعني اننا نتجاهل وفي من لقاح كوفيد 12 791 من 167 ملي امريكي ممن تلق جرع من لقاح سءال اين انفلونزا موسميه,A
166,171,نطالب دراسه عن بعد1 تقلب الجو انتشار انفلونزا موسميه فيورس كرور كوفيد 19 انتشار متمحور هندي دلتا بلس زحام تجمع في مدارس خطر علي طلاب طالب متوسط ثانويه استمرار دراسه عن بعد افضل جميع 9 6,A
167,172,يقول لكم انه متاثر كرو لكن ممكن جرعه هي سبب لان تقتل هي كمان اما كرو فهو فيروس قديم من عام ٢٠١٢ تصريح وزاره عنه وهو مثل انفلونزا موسميه ما هو شيء يخرع مثل ما ارهبو في اعلام,A
168,173,3 حتي مع متحور لقاح فعال معلوميه فقط واذا علي جرع قادمه فالامر طبيعي حاله من حال ابره انفلونزا موسميه اللي تاخذ كل سنه علش تخف عليك اضرار انفلونزا,A
169,174,94 17487708 24 لا يطري لك والله بتندم حراره في اطفال لنا سنين واح نشوف وبيستغل موسم خريف شتاء بسبب انتشار انفلونزا موسميه طبيعيه وبيهول موضوع لهم بلغت لهم فاشهد,A
170,175,شكرا علي هذه دعوه جميله وبالنسبه مرض فقد عانيت منه مثله مثل انفلونزا موسميه وتعالجت منه في منزل ولله حمد لقد فقدت كثير من اعزاء قريب جدا ليس بسبب فيروس بسبب بروتوكول معمول به في مستشفي مءكد من قبل من يعمل ونعرف شخص ومن اطباء,A
171,176,مع عوده مدارس ملف صحيه طلابيه تتربص بوزارتي صحه تربيه انفلونزا موسميه هل ندخل نفق تاثير متشابهه مع كورو تفاصيل في رابط الغد الغد اردن اشتراك نسخه الكترونيه ارسل اسم عبر وتساب الي رقم 962791744447 0 4 5,A
172,177,انفلونزا موسميه هل ندخل نفق تاثير متشابهه مع كورو الغد اردن عاجل,A
173,178,8 1987 ٣ مرض نسبه شفاء منه عاليه لكنه مرض غير متوقع يصيب رياضي طفل رضيع وكبير السن وصنف وباء لانه يعطل منظومه صحيه انفلونزا موسميه ملات اجنحه طواريء وصكرت ناس مالفت اسره,A
174,179,1 انت حضرتك طلعت عن موضوع اساسا كان كلامي ان ليش ما تنفرض قيود علي انفلونزا عاديه ومرضي ايدز والسل فانت صرت تنفي وجود وفي انفلونزا وجبت لك ارقام بتقرير من منظمه صحه عالميه ان سنو وفي بسبب انفلونزا موسميه كورو كثير تشاف منه بدون علاج اصلا,A
175,180,1 76 85 هذا خبر من منظمه صحه عالميه تقدر تطلع وتشوف بنفسك سنو وفي بسبب انفلونزا موسميه 3,A
176,181,3 85 جرعه ثالثه لبعض حال يا ذكي جميع ثم لقاح لا يقيك من اصابه وان يخفف حاله حال لقاح انفلونزا موسميه فرق ان انفلونزا موسميه لها علاج وادويه عكس كوفيد ١٩ لم ينتج له دواء فعال حتي هذه لحظه مالك من اسمك نصيب اسف,A
177,182,83 5 اسوا انفلونزا مرت علي في حياتي اللي جتني بعد تطعيم انفلونزا موسميه قبل خمس سنو قويه وثقيله وطويله وجربت معها علاج كثير جتني بعد تطعيم بكم شهر مفروض تعطي مناعه سنه,A
178,183,4 50 انا اخذت لقاح وانا اعلم انه لا يمنع عدوي ولكنه يخفف اعراض باذن الله مثل لقاح انفلونزا موسميه لا يمنع عدوي ولكنه يخفف اعراض,A
179,184,هذا كله علش كمامه ليش مامنعو دخان امراضه كثير ويسبب وفي انفلونزا موسميه اكثر من ٥٠٠٠٠٠ الف وفاه في سنه بسببه اذا صحه انس تهم كان اتخذو اجراء فيها مثل كارو,A
180,185,وزيره صحه رءيه مستقبليه لمجمع مصانع فاكسيرا تتمثل في انتاج مختلف انواع لقاح تعا مع كبري شرك عالميه بهدف نقل تكنولوج لقاح انفلونزا موسميه ونقل تكنولوج لقاح مكور رءويه ونقل تكنولوج لقاح شلل اطفال,A
181,186,مثل لقاح انفلونزا موسميه لا يمنع اصابه بل يخفف اثار مثل حراره زكام والام عظام واحيا احساس يكاد لا يذكر,A
182,187,89 طبعا كل شء جايز في زمن ده لكن جرع تنشيطيه تطعيم موجوده من زمان في امصال كتير انا مثلا باخد جرعه تنشيطيه التهاب كبدي لاني في شغلي معرض جدا اصابه من الدم و في كمان تكرار تطعيم زي انفلونزا موسميه و التهاب سحاءي و حاج تانيه متقلقوش,A
